datum,relation,trailer_geplant,trailer_benoetigt,trailer_linie_gefahren,sonderfahrten,trailer_ueberzaehlig,lademeter_aufkommen,lademeter_verschoben_auf_folgetag,auslastung_pct
2025-09-22,R01,4,5,4,0,0,37.4,4.6,68.8
2025-09-23,R01,7,6,7,0,1,61.0,0.0,68.9
2025-09-24,R01,4,4,4,0,0,40.1,0.0,73.7
2025-09-25,R01,5,7,5,0,0,77.0,14.4,100.0
2025-09-26,R01,3,4,3,1,0,28.5,0.0,78.9
2025-09-29,R01,5,5,5,0,0,57.3,0.0,84.3
2025-09-30,R01,7,6,7,0,1,64.4,0.0,67.6
2025-10-01,R01,4,3,4,0,1,31.3,0.0,57.5
2025-10-02,R01,6,6,6,0,0,65.6,0.0,80.4
2025-10-06,R01,5,5,5,0,0,52.2,0.0,76.8
2025-10-07,R01,6,5,6,0,1,58.7,0.0,71.9
2025-10-08,R01,3,4,3,1,0,45.9,0.0,84.4
2025-10-09,R01,6,5,6,0,1,54.8,0.0,67.2
2025-10-10,R01,3,3,3,0,0,29.8,0.0,73.0
2025-10-13,R01,5,4,5,0,1,41.5,0.0,61.0
2025-10-14,R01,5,7,5,2,0,84.2,0.0,88.4
2025-10-15,R01,3,4,3,1,0,44.6,0.0,82.0
2025-10-16,R01,5,6,5,0,0,65.7,3.1,96.6
2025-10-17,R01,3,3,3,0,0,30.3,0.0,82.0
2025-10-20,R01,4,4,4,0,0,38.3,0.0,70.4
2025-10-21,R01,6,6,6,0,0,74.3,0.0,91.1
2025-10-22,R01,4,4,4,0,0,43.3,0.0,79.6
2025-10-23,R01,6,5,6,0,1,55.8,0.0,68.4
2025-10-24,R01,3,3,3,0,0,29.8,0.0,73.0
2025-10-27,R01,4,5,4,0,0,51.8,1.8,95.2
2025-10-28,R01,5,5,5,0,0,58.8,0.0,89.0
2025-10-29,R01,4,4,4,0,0,39.9,0.0,73.3
2025-10-30,R01,6,5,6,0,1,54.3,0.0,66.5
2025-10-31,R01,3,4,3,1,0,43.6,0.0,80.1
2025-11-03,R01,5,4,5,0,1,48.3,0.0,71.0
2025-11-04,R01,5,6,5,1,0,71.8,0.0,88.0
2025-11-05,R01,4,4,4,0,0,39.7,0.0,73.0
2025-11-06,R01,5,5,5,0,0,54.1,0.0,79.6
2025-11-07,R01,3,4,3,0,0,40.6,3.1,99.5
2025-11-10,R01,4,4,4,0,0,37.9,0.0,69.7
2025-11-11,R01,6,6,6,0,0,68.5,0.0,83.9
2025-11-12,R01,4,4,4,0,0,41.8,0.0,76.8
2025-11-13,R01,4,6,4,0,0,69.4,19.4,100.0
2025-11-14,R01,4,4,4,0,0,26.3,0.0,83.9
2025-11-17,R01,6,4,6,0,2,40.4,0.0,49.5
2025-11-18,R01,6,4,6,0,2,46.7,0.0,57.2
2025-11-19,R01,4,4,4,0,0,38.0,0.0,69.9
2025-11-20,R01,6,5,6,0,1,56.2,0.0,68.9
2025-11-21,R01,3,2,3,0,1,21.4,0.0,52.5
2025-11-24,R01,5,4,5,0,1,40.0,0.0,58.8
2025-11-25,R01,5,6,5,0,0,68.0,5.4,100.0
2025-11-26,R01,3,4,3,0,0,34.4,2.3,97.6
2025-11-27,R01,6,5,6,0,1,49.8,0.0,63.9
2025-11-28,R01,2,3,2,0,0,36.6,11.6,100.0
2025-12-01,R01,5,4,5,0,1,29.8,0.0,43.8
2025-12-02,R01,5,5,5,0,0,62.0,0.0,91.2
2025-12-03,R01,4,3,4,0,1,32.7,0.0,60.1
2025-12-04,R01,4,6,4,1,0,63.9,1.3,94.0
2025-12-05,R01,2,3,2,0,0,27.6,3.9,100.0
2025-12-08,R01,4,4,4,0,0,33.7,0.0,61.9
2025-12-09,R01,4,5,4,1,0,59.4,0.0,87.4
2025-12-10,R01,4,3,4,0,1,32.1,0.0,59.0
2025-12-11,R01,5,5,5,0,0,55.5,0.0,81.6
2025-12-12,R01,3,3,3,0,0,28.0,0.0,68.6
2025-12-15,R01,5,3,5,0,2,29.4,0.0,43.2
2025-12-16,R01,5,6,5,0,0,63.3,0.7,93.1
2025-12-17,R01,3,3,3,0,0,24.5,0.0,61.9
2025-12-18,R01,5,6,5,1,0,69.8,0.0,85.5
2025-12-19,R01,3,3,3,0,0,28.9,0.0,70.8
2025-12-22,R01,3,3,3,0,0,26.2,0.0,64.2
2025-12-23,R01,5,4,5,0,1,40.0,0.0,58.8
2025-12-24,R01,3,3,3,0,0,25.5,0.0,62.5
2025-12-29,R01,4,2,4,0,2,20.3,0.0,37.3
2025-12-30,R01,5,4,5,0,1,42.7,0.0,62.8
2025-12-31,R01,3,2,3,0,1,24.9,0.0,61.0
2026-01-02,R01,2,1,2,0,1,9.1,0.0,33.5
2026-01-05,R01,3,4,3,1,0,45.1,0.0,82.9
2026-01-07,R01,3,3,3,0,0,26.4,0.0,64.7
2026-01-08,R01,6,4,6,0,2,47.5,0.0,58.2
2026-01-09,R01,2,3,2,0,0,25.5,0.5,93.8
2026-01-12,R01,3,3,3,0,0,27.4,0.0,67.2
2026-01-13,R01,5,4,5,0,1,47.7,0.0,70.1
2026-01-14,R01,3,3,3,0,0,37.4,0.0,91.7
2026-01-15,R01,4,5,4,1,0,58.9,0.0,86.6
2026-01-16,R01,2,3,2,0,0,27.6,2.6,100.0
2026-01-19,R01,4,3,4,0,1,32.1,0.0,59.0
2026-01-20,R01,4,4,4,0,0,46.5,0.0,85.5
2026-01-21,R01,4,4,4,0,0,38.7,0.0,71.1
2026-01-22,R01,5,5,5,0,0,58.4,0.0,85.9
2026-01-23,R01,3,3,3,0,0,26.3,0.0,64.5
2026-01-26,R01,3,4,3,0,0,38.3,0.8,93.9
2026-01-27,R01,5,5,5,0,0,54.0,0.0,80.5
2026-01-28,R01,3,2,3,0,1,21.0,0.0,51.5
2026-01-29,R01,6,6,6,0,0,66.4,0.0,81.4
2026-01-30,R01,3,4,3,0,0,37.9,0.4,92.9
2026-02-02,R01,4,4,4,0,0,40.8,0.0,75.0
2026-02-03,R01,6,6,6,0,0,63.6,0.0,77.9
2026-02-04,R01,3,4,3,0,0,39.0,1.5,95.6
2026-02-05,R01,5,5,5,0,0,59.9,0.0,90.2
2026-02-06,R01,3,2,3,0,1,20.6,0.0,50.5
2026-02-09,R01,4,5,4,0,0,52.8,2.8,97.1
2026-02-10,R01,6,6,6,0,0,61.4,0.0,78.6
2026-02-11,R01,3,4,3,0,0,39.5,2.0,96.8
2026-02-12,R01,6,6,6,0,0,62.8,0.0,79.4
2026-02-13,R01,2,4,2,0,0,39.1,14.1,100.0
2026-02-16,R01,5,5,5,0,0,45.6,0.0,67.1
2026-02-17,R01,6,6,6,0,0,68.8,0.0,84.3
2026-02-18,R01,5,4,5,0,1,40.1,0.0,59.0
2026-02-19,R01,5,4,5,0,1,48.1,0.0,70.7
2026-02-20,R01,3,4,3,0,0,38.2,0.7,93.6
2026-02-23,R01,5,3,5,0,2,33.7,0.0,49.6
2026-02-24,R01,5,6,5,0,0,66.1,3.5,97.2
2026-02-25,R01,4,4,4,0,0,38.1,0.0,76.5
2026-02-26,R01,4,5,4,1,0,61.0,0.0,89.7
2026-02-27,R01,5,4,5,0,1,39.4,0.0,57.9
2026-03-02,R01,4,4,4,0,0,40.9,0.0,75.2
2026-03-03,R01,6,8,6,1,0,88.0,0.4,92.4
2026-03-04,R01,4,4,4,0,0,46.2,0.0,85.7
2026-03-05,R01,5,6,5,1,0,69.2,0.0,84.8
2026-03-06,R01,3,3,3,0,0,27.8,0.0,68.1
2026-03-09,R01,3,5,3,0,0,51.5,14.0,100.0
2026-03-10,R01,7,7,7,0,0,62.5,0.0,80.3
2026-03-11,R01,4,4,4,0,0,41.5,0.0,76.3
2026-03-12,R01,5,6,5,0,0,64.9,2.3,95.4
2026-03-13,R01,3,3,3,0,0,28.8,0.0,76.3
2026-03-16,R01,4,4,4,0,0,45.3,0.0,83.3
2026-03-17,R01,6,6,6,0,0,69.8,0.0,85.5
2026-03-18,R01,4,4,4,0,0,40.4,0.0,74.3
2026-03-19,R01,6,7,6,0,0,76.2,1.1,93.4
2026-03-20,R01,3,3,3,0,0,30.1,0.0,76.5
2026-03-23,R01,5,4,5,0,1,49.4,0.0,72.6
2026-03-24,R01,7,6,7,0,1,73.9,0.0,77.6
2026-03-25,R01,4,3,4,0,1,25.6,0.0,47.1
2026-03-26,R01,6,6,6,0,0,65.2,0.0,79.9
2026-03-27,R01,2,2,2,0,0,23.9,0.0,87.9
2026-03-30,R01,4,4,4,0,0,39.6,0.0,72.8
2026-03-31,R01,5,6,5,1,0,69.5,0.0,85.2
2026-04-01,R01,4,4,4,0,0,39.5,0.0,72.6
2026-04-02,R01,5,6,5,1,0,72.8,0.0,89.2
2026-04-07,R01,6,5,6,0,1,56.0,0.0,68.6
2026-04-08,R01,3,4,3,1,0,45.8,0.0,84.2
2026-04-09,R01,6,5,6,0,1,61.0,0.0,74.8
2026-04-10,R01,2,3,2,1,0,30.9,0.0,75.7
2026-04-13,R01,5,4,5,0,1,43.1,0.0,63.4
2026-04-14,R01,5,5,5,0,0,61.3,0.0,90.1
2026-04-15,R01,4,4,4,0,0,42.4,0.0,77.9
2026-04-16,R01,5,6,5,0,0,66.8,4.2,98.2
2026-04-17,R01,2,4,2,0,0,39.8,19.0,100.0
2026-04-20,R01,5,6,5,0,0,46.9,3.4,69.0
2026-04-21,R01,6,6,6,0,0,65.9,0.0,84.9
2026-04-22,R01,4,4,4,0,0,44.5,0.0,81.8
2026-04-23,R01,6,3,6,0,3,32.0,0.0,39.2
2026-04-24,R01,4,4,4,0,0,48.7,0.0,89.5
2026-04-27,R01,6,5,6,0,1,54.0,0.0,66.2
2026-04-28,R01,6,7,6,1,0,86.1,0.0,90.4
2026-04-29,R01,5,4,5,0,1,48.0,0.0,70.6
2026-04-30,R01,4,7,4,2,0,77.1,2.0,94.5
2026-05-04,R01,5,4,5,0,1,40.5,0.0,59.6
2026-05-05,R01,7,7,7,0,0,80.3,0.0,84.3
2026-05-06,R01,4,4,4,0,0,48.7,0.0,89.5
2026-05-07,R01,6,6,6,0,0,70.9,0.0,86.9
2026-05-08,R01,3,3,3,0,0,33.6,0.0,82.4
2026-05-11,R01,4,4,4,0,0,41.6,0.0,76.5
2026-05-12,R01,7,6,7,0,1,74.3,0.0,78.0
2026-05-13,R01,3,5,3,1,0,50.5,0.5,92.8
2026-05-15,R01,2,2,2,0,0,16.1,0.0,59.2
2026-05-18,R01,4,4,4,0,0,47.7,0.0,87.7
2026-05-19,R01,7,7,7,0,0,77.1,0.0,81.0
2026-05-20,R01,4,4,4,0,0,39.4,0.0,72.4
2026-05-21,R01,5,7,5,1,0,76.2,1.1,93.4
2026-05-22,R01,1,4,1,2,0,36.8,0.4,93.0
2026-05-26,R01,6,5,6,0,1,59.8,0.0,73.3
2026-05-27,R01,4,4,4,0,0,46.4,0.0,85.3
2026-05-28,R01,7,7,7,0,0,80.9,0.0,85.0
2026-05-29,R01,2,4,2,2,0,46.5,0.0,85.5
2026-06-01,R01,5,4,5,0,1,46.2,0.0,67.9
2026-06-02,R01,6,7,6,0,0,76.1,1.0,93.3
2026-06-03,R01,4,5,4,0,0,53.0,4.0,99.3
2026-06-05,R01,4,3,4,0,1,22.3,0.0,41.0
2026-06-08,R01,4,5,4,0,0,50.6,0.6,93.0
2026-06-09,R01,6,6,6,0,0,66.9,0.0,82.7
2026-06-10,R01,4,4,4,0,0,46.5,0.0,85.5
2026-06-11,R01,7,6,7,0,1,65.2,0.0,68.5
2026-06-12,R01,3,3,3,0,0,34.6,0.0,84.8
2026-06-15,R01,5,5,5,0,0,54.8,0.0,80.6
2026-06-16,R01,6,6,6,0,0,65.4,0.0,80.1
2026-06-17,R01,4,4,4,0,0,42.5,0.0,78.1
2026-06-18,R01,6,6,6,0,0,74.2,0.0,90.9
2026-06-19,R01,2,3,2,0,0,28.5,3.5,100.0
2026-06-22,R01,6,5,6,0,1,48.5,0.0,59.4
2026-06-23,R01,8,5,8,0,3,57.1,0.0,52.5
2026-06-24,R01,5,3,5,0,2,36.9,0.0,54.3
2026-06-25,R01,7,6,7,0,1,72.0,0.0,75.6
2026-06-26,R01,4,3,4,0,1,33.3,0.0,61.2
2026-06-29,R01,5,4,5,0,1,40.6,0.0,59.7
2026-06-30,R01,5,7,5,1,0,77.6,2.5,95.1
2026-07-01,R01,4,4,4,0,0,35.5,0.0,69.9
2026-07-02,R01,6,6,6,0,0,69.2,0.0,84.8
2026-07-03,R01,3,3,3,0,0,34.0,0.0,83.3
2026-07-06,R01,5,4,5,0,1,43.1,0.0,63.4
2026-07-07,R01,6,7,6,1,0,81.6,0.0,85.7
2026-07-08,R01,4,4,4,0,0,49.4,0.0,90.8
2026-07-09,R01,7,4,7,0,3,47.7,0.0,50.1
2026-07-10,R01,4,3,4,0,1,35.0,0.0,64.3
2026-07-13,R01,6,4,6,0,2,48.9,0.0,59.9
2026-07-14,R01,7,7,7,0,0,80.4,0.0,84.5
2026-07-15,R01,5,4,5,0,1,44.7,0.0,65.7
2026-07-16,R01,5,6,5,1,0,73.4,0.0,90.0
2026-07-17,R01,4,3,4,0,1,34.0,0.0,62.5
2026-07-20,R01,5,4,5,0,1,41.9,0.0,61.6
2026-07-21,R01,7,6,7,0,1,74.1,0.0,77.8
2026-07-22,R01,4,3,4,0,1,33.4,0.0,61.4
2026-07-23,R01,6,6,6,0,0,66.2,0.0,81.1
2026-07-24,R01,3,3,3,0,0,36.4,0.0,89.2
2026-07-27,R01,5,4,5,0,1,41.5,0.0,61.0
2026-07-28,R01,7,6,7,0,1,75.0,0.0,78.8
2026-07-29,R01,3,3,3,0,0,36.2,0.0,88.7
2026-07-30,R01,6,5,6,0,1,62.0,0.0,76.0
2026-07-31,R01,3,3,3,0,0,31.4,0.0,77.0
2026-08-03,R01,5,4,5,0,1,46.0,0.0,67.6
2026-08-04,R01,6,4,6,0,2,50.0,0.0,61.3
2026-08-05,R01,4,3,4,0,1,34.2,0.0,62.9
2026-08-06,R01,5,4,5,0,1,44.4,0.0,65.3
2026-08-07,R01,2,2,2,0,0,22.8,0.0,83.8
2026-08-10,R01,4,4,4,0,0,46.1,0.0,84.7
2026-08-11,R01,4,6,4,1,0,69.0,6.4,100.0
2026-08-12,R01,4,4,4,0,0,34.9,0.0,76.0
2026-08-13,R01,5,4,5,0,1,42.5,0.0,62.5
2026-08-14,R01,3,2,3,0,1,21.0,0.0,51.5
2026-08-17,R01,5,3,5,0,2,31.0,0.0,45.6
2026-08-18,R01,6,4,6,0,2,48.3,0.0,59.2
2026-08-19,R01,4,3,4,0,1,33.0,0.0,60.7
2026-08-20,R01,5,4,5,0,1,44.2,0.0,65.0
2026-08-21,R01,2,3,2,0,0,30.1,5.1,100.0
2026-08-24,R01,4,4,4,0,0,39.5,0.0,72.6
2026-08-25,R01,5,5,5,0,0,57.4,0.0,84.4
2026-08-26,R01,4,3,4,0,1,28.4,0.0,52.2
2026-08-27,R01,5,5,5,0,0,51.1,0.0,75.1
2026-08-28,R01,3,2,3,0,1,22.5,0.0,55.1
2026-08-31,R01,4,5,4,0,0,50.4,0.4,92.6
2024-01-02,R02,3,3,3,0,0,26.9,0.0,65.9
2024-01-03,R02,2,2,2,0,0,20.1,0.0,73.9
2024-01-04,R02,3,3,3,0,0,29.6,0.0,72.5
2024-01-05,R02,2,3,2,0,0,31.1,6.1,100.0
2024-01-08,R02,3,3,3,0,0,23.8,0.0,58.3
2024-01-09,R02,3,3,3,0,0,37.4,0.0,91.7
2024-01-10,R02,2,2,2,0,0,18.9,0.0,69.5
2024-01-11,R02,4,3,4,0,1,32.2,0.0,59.2
2024-01-12,R02,3,2,3,0,1,19.4,0.0,47.5
2024-01-15,R02,4,3,4,0,1,37.0,0.0,68.0
2024-01-16,R02,3,4,3,0,0,47.2,9.7,100.0
2024-01-17,R02,3,3,3,0,0,22.7,0.0,79.3
2024-01-18,R02,3,3,3,0,0,26.7,0.0,65.4
2024-01-19,R02,2,3,2,0,0,26.1,1.1,96.0
2024-01-22,R02,4,3,4,0,1,27.3,0.0,50.2
2024-01-23,R02,4,4,4,0,0,48.8,0.0,89.7
2024-01-24,R02,2,4,2,1,0,37.8,0.3,92.6
2024-01-25,R02,3,3,3,0,0,31.5,0.0,77.9
2024-01-26,R02,2,2,2,0,0,12.9,0.0,47.4
2024-01-29,R02,3,3,3,0,0,35.2,0.0,86.3
2024-01-30,R02,4,3,4,0,1,32.9,0.0,60.5
2024-01-31,R02,5,3,5,0,2,32.9,0.0,48.4
2024-02-01,R02,3,4,3,0,0,38.7,1.2,94.9
2024-02-02,R02,3,2,3,0,1,20.3,0.0,52.6
2024-02-05,R02,3,3,3,0,0,35.2,0.0,86.3
2024-02-06,R02,4,3,4,0,1,32.3,0.0,59.4
2024-02-07,R02,4,5,4,0,0,51.3,1.3,94.3
2024-02-08,R02,3,3,3,0,0,25.4,0.0,65.3
2024-02-09,R02,2,2,2,0,0,13.9,0.0,51.1
2024-02-12,R02,3,3,3,0,0,30.6,0.0,75.0
2024-02-13,R02,3,3,3,0,0,30.7,0.0,75.2
2024-02-14,R02,4,3,4,0,1,27.6,0.0,50.7
2024-02-15,R02,4,3,4,0,1,31.8,0.0,58.5
2024-02-16,R02,1,2,1,1,0,21.7,0.0,79.8
2024-02-19,R02,3,3,3,0,0,25.1,0.0,61.5
2024-02-20,R02,3,4,3,0,0,41.1,3.6,100.0
2024-02-21,R02,4,2,4,0,2,19.0,0.0,41.5
2024-02-22,R02,3,4,3,0,0,39.7,2.2,97.3
2024-02-23,R02,2,2,2,0,0,17.9,0.0,73.8
2024-02-26,R02,4,3,4,0,1,29.4,0.0,54.0
2024-02-27,R02,3,3,3,0,0,36.5,0.0,89.5
2024-02-28,R02,2,3,2,1,0,33.7,0.0,82.6
2024-02-29,R02,4,4,4,0,0,40.0,0.0,73.5
2024-03-01,R02,1,2,1,1,0,19.9,0.0,73.2
2024-03-04,R02,3,4,3,0,0,38.9,1.4,95.3
2024-03-05,R02,3,3,3,0,0,29.5,0.0,75.6
2024-03-06,R02,2,3,2,0,0,27.9,2.9,100.0
2024-03-07,R02,4,4,4,0,0,35.9,0.0,71.3
2024-03-08,R02,2,2,2,0,0,16.0,0.0,58.8
2024-03-11,R02,4,3,4,0,1,27.7,0.0,50.9
2024-03-12,R02,4,3,4,0,1,36.5,0.0,67.1
2024-03-13,R02,3,3,3,0,0,25.9,0.0,63.5
2024-03-14,R02,4,2,4,0,2,24.7,0.0,45.4
2024-03-15,R02,2,2,2,0,0,24.3,0.0,89.3
2024-03-18,R02,4,3,4,0,1,30.6,0.0,56.2
2024-03-19,R02,3,3,3,0,0,36.0,0.0,88.2
2024-03-20,R02,2,3,2,0,0,29.1,4.1,100.0
2024-03-21,R02,3,4,3,1,0,41.0,0.0,82.9
2024-03-22,R02,2,3,2,0,0,26.4,1.4,97.1
2024-03-25,R02,3,3,3,0,0,34.4,0.0,84.3
2024-03-26,R02,3,3,3,0,0,35.1,0.0,86.0
2024-03-27,R02,3,3,3,0,0,32.8,0.0,80.4
2024-03-28,R02,2,4,2,0,0,40.6,15.6,100.0
2024-04-02,R02,2,4,2,1,0,30.8,8.8,75.5
2024-04-03,R02,3,3,3,0,0,26.0,0.0,85.4
2024-04-04,R02,5,3,5,0,2,25.7,0.0,37.8
2024-04-05,R02,3,2,3,0,1,19.1,0.0,46.8
2024-04-08,R02,3,3,3,0,0,30.5,0.0,74.8
2024-04-09,R02,4,3,4,0,1,26.0,0.0,47.8
2024-04-10,R02,2,3,2,0,0,28.9,3.9,100.0
2024-04-11,R02,3,3,3,0,0,29.4,0.0,81.6
2024-04-12,R02,2,2,2,0,0,15.8,0.0,58.1
2024-04-15,R02,3,3,3,0,0,28.8,0.0,70.6
2024-04-16,R02,3,3,3,0,0,30.0,0.0,73.5
2024-04-17,R02,3,2,3,0,1,24.1,0.0,59.1
2024-04-18,R02,4,3,4,0,1,35.2,0.0,64.7
2024-04-19,R02,1,2,1,1,0,20.2,0.0,74.3
2024-04-22,R02,4,3,4,0,1,31.6,0.0,58.1
2024-04-23,R02,4,4,4,0,0,39.3,0.0,72.2
2024-04-24,R02,2,3,2,0,0,25.8,0.8,94.9
2024-04-25,R02,3,5,3,0,0,51.3,14.5,100.0
2024-04-26,R02,2,3,2,0,0,15.0,4.5,100.0
2024-04-29,R02,3,3,3,0,0,31.5,0.0,77.2
2024-04-30,R02,4,3,4,0,1,35.4,0.0,65.1
2024-05-02,R02,5,3,5,0,2,35.4,0.0,52.1
2024-05-03,R02,2,2,2,0,0,13.1,0.0,48.2
2024-05-06,R02,3,3,3,0,0,35.4,0.0,86.8
2024-05-07,R02,3,2,3,0,1,24.8,0.0,60.8
2024-05-08,R02,3,2,3,0,1,23.9,0.0,58.6
2024-05-10,R02,2,1,2,0,1,7.0,0.0,25.7
2024-05-13,R02,3,2,3,0,1,21.0,0.0,51.5
2024-05-14,R02,3,4,3,0,0,39.3,1.8,96.3
2024-05-15,R02,2,3,2,1,0,29.9,0.0,77.6
2024-05-16,R02,3,3,3,0,0,37.2,0.0,91.2
2024-05-17,R02,1,2,1,1,0,23.7,0.0,87.1
2024-05-21,R02,3,3,3,0,0,36.5,0.0,89.5
2024-05-22,R02,3,3,3,0,0,26.4,0.0,64.7
2024-05-23,R02,3,3,3,0,0,29.6,0.0,72.5
2024-05-24,R02,1,2,1,1,0,20.9,0.0,76.8
2024-05-27,R02,2,2,2,0,0,19.5,0.0,71.7
2024-05-28,R02,3,3,3,0,0,31.6,0.0,77.5
2024-05-29,R02,2,3,2,1,0,35.2,0.0,86.3
2024-05-31,R02,1,1,1,0,0,11.8,0.0,86.8
2024-06-03,R02,3,2,3,0,1,23.4,0.0,57.4
2024-06-04,R02,3,3,3,0,0,27.1,0.0,66.4
2024-06-05,R02,3,3,3,0,0,35.1,0.0,86.0
2024-06-06,R02,3,3,3,0,0,29.2,0.0,71.6
2024-06-07,R02,1,2,1,1,0,19.6,0.0,72.1
2024-06-10,R02,2,3,2,1,0,30.9,0.0,75.7
2024-06-11,R02,3,4,3,0,0,39.6,2.1,97.1
2024-06-12,R02,3,3,3,0,0,25.3,0.0,67.1
2024-06-13,R02,3,4,3,0,0,38.5,1.0,94.4
2024-06-14,R02,2,3,2,0,0,27.4,3.3,100.0
2024-06-17,R02,3,4,3,0,0,37.3,3.1,91.4
2024-06-18,R02,4,3,4,0,1,30.0,0.0,60.9
2024-06-19,R02,3,3,3,0,0,34.5,0.0,84.6
2024-06-20,R02,4,3,4,0,1,33.9,0.0,62.3
2024-06-21,R02,3,2,3,0,1,17.0,0.0,41.7
2024-06-24,R02,4,4,4,0,0,39.1,0.0,71.9
2024-06-25,R02,4,4,4,0,0,43.8,0.0,80.5
2024-06-26,R02,4,2,4,0,2,24.8,0.0,45.6
2024-06-27,R02,3,3,3,0,0,31.2,0.0,76.5
2024-06-28,R02,2,3,2,0,0,26.2,1.2,96.3
2024-07-01,R02,5,2,5,0,3,22.2,0.0,32.6
2024-07-02,R02,4,4,4,0,0,39.5,0.0,72.6
2024-07-03,R02,3,2,3,0,1,17.0,0.0,41.7
2024-07-04,R02,3,3,3,0,0,33.5,0.0,82.1
2024-07-05,R02,3,2,3,0,1,14.2,0.0,34.8
2024-07-08,R02,3,2,3,0,1,24.8,0.0,60.8
2024-07-09,R02,4,4,4,0,0,40.3,0.0,74.1
2024-07-10,R02,3,3,3,0,0,31.1,0.0,76.2
2024-07-11,R02,4,3,4,0,1,29.7,0.0,54.6
2024-07-12,R02,2,2,2,0,0,16.3,0.0,59.9
2024-07-15,R02,2,2,2,0,0,23.6,0.0,86.8
2024-07-16,R02,4,3,4,0,1,29.4,0.0,54.0
2024-07-17,R02,4,2,4,0,2,17.7,0.0,32.5
2024-07-18,R02,3,3,3,0,0,26.3,0.0,64.5
2024-07-19,R02,2,3,2,0,0,25.8,0.8,94.9
2024-07-22,R02,2,2,2,0,0,19.1,0.0,70.2
2024-07-23,R02,4,3,4,0,1,31.1,0.0,57.2
2024-07-24,R02,3,2,3,0,1,20.1,0.0,49.3
2024-07-25,R02,3,2,3,0,1,22.0,0.0,53.9
2024-07-26,R02,3,2,3,0,1,18.4,0.0,45.1
2024-07-29,R02,2,2,2,0,0,22.2,0.0,81.6
2024-07-30,R02,3,4,3,0,0,38.9,1.4,95.3
2024-07-31,R02,2,2,2,0,0,17.4,0.0,69.0
2024-08-01,R02,3,2,3,0,1,22.3,0.0,54.7
2024-08-02,R02,2,2,2,0,0,16.8,0.0,61.8
2024-08-05,R02,3,2,3,0,1,21.9,0.0,53.7
2024-08-06,R02,4,3,4,0,1,27.3,0.0,50.2
2024-08-07,R02,3,2,3,0,1,15.3,0.0,37.5
2024-08-08,R02,2,2,2,0,0,24.1,0.0,88.6
2024-08-09,R02,3,2,3,0,1,19.5,0.0,47.8
2024-08-12,R02,2,2,2,0,0,21.9,0.0,80.5
2024-08-13,R02,4,3,4,0,1,25.8,0.0,47.4
2024-08-14,R02,2,2,2,0,0,16.7,0.0,61.4
2024-08-15,R02,3,3,3,0,0,25.4,0.0,62.3
2024-08-16,R02,1,2,1,0,0,18.4,5.9,100.0
2024-08-19,R02,3,3,3,0,0,23.0,0.0,56.4
2024-08-20,R02,3,3,3,0,0,26.9,0.0,65.9
2024-08-21,R02,3,2,3,0,1,21.8,0.0,53.4
2024-08-22,R02,3,2,3,0,1,24.1,0.0,59.1
2024-08-23,R02,2,2,2,0,0,18.1,0.0,66.5
2024-08-26,R02,3,2,3,0,1,23.8,0.0,58.3
2024-08-27,R02,4,2,4,0,2,18.9,0.0,34.7
2024-08-28,R02,2,2,2,0,0,20.9,0.0,76.8
2024-08-29,R02,3,3,3,0,0,31.1,0.0,76.2
2024-08-30,R02,2,2,2,0,0,13.4,0.0,49.3
2024-09-02,R02,3,2,3,0,1,23.3,0.0,57.1
2024-09-03,R02,2,3,2,0,0,28.0,3.0,100.0
2024-09-04,R02,1,3,1,2,0,29.1,0.0,78.6
2024-09-05,R02,2,2,2,0,0,25.0,0.0,91.9
2024-09-06,R02,2,2,2,0,0,22.0,0.0,80.9
2024-09-09,R02,2,3,2,0,0,26.2,1.2,96.3
2024-09-10,R02,3,4,3,0,0,36.9,0.5,93.3
2024-09-11,R02,2,3,2,1,0,30.4,0.0,75.8
2024-09-12,R02,2,3,2,0,0,29.6,4.6,100.0
2024-09-13,R02,2,2,2,0,0,17.5,0.0,81.2
2024-09-16,R02,3,3,3,0,0,31.5,0.0,77.2
2024-09-17,R02,4,4,4,0,0,41.6,0.0,76.5
2024-09-18,R02,3,2,3,0,1,23.1,0.0,56.6
2024-09-19,R02,3,4,3,0,0,37.6,0.1,92.2
2024-09-20,R02,2,2,2,0,0,21.9,0.0,80.8
2024-09-23,R02,3,3,3,0,0,26.2,0.0,64.2
2024-09-24,R02,4,3,4,0,1,29.5,0.0,54.2
2024-09-25,R02,3,3,3,0,0,25.8,0.0,63.2
2024-09-26,R02,4,3,4,0,1,32.5,0.0,59.7
2024-09-27,R02,2,2,2,0,0,13.2,0.0,48.5
2024-09-30,R02,4,2,4,0,2,22.3,0.0,41.0
2024-10-01,R02,3,2,3,0,1,24.9,0.0,61.0
2024-10-02,R02,2,2,2,0,0,23.9,0.0,87.9
2024-10-04,R02,1,2,1,1,0,18.3,0.0,67.3
2024-10-07,R02,2,3,2,0,0,28.2,3.2,100.0
2024-10-08,R02,2,3,2,1,0,28.4,0.0,77.4
2024-10-09,R02,2,2,2,0,0,22.1,0.0,81.2
2024-10-10,R02,3,3,3,0,0,25.1,0.0,61.5
2024-10-11,R02,2,2,2,0,0,22.1,0.0,81.3
2024-10-14,R02,4,2,4,0,2,23.3,0.0,42.8
2024-10-15,R02,3,3,3,0,0,36.2,0.0,88.7
